,text
1264,"[기자수첩] 코로나 블루, 사람들은 새로운 답을 찾기 시작했다!"
1265,"[기자수첩] 코로나 블루, 사람들은 새로운 답을 찾기 시작했다!
https://timenews.co.kr/web/news/article/1398165…"
1266,"[기자수첩] 코로나 블루, 사람들은 새로운 답을 찾기 시작했다!"
1267,"[기자수첩] 코로나 블루, 사람들은 새로운 답을 찾기 시작했다!
https://timenews.co.kr/web/news/article/1398165…"
1268,"[기자수첩] 코로나 블루, 사람들은 새로운 답을 찾기 시작했다!"
1269,"순천시, 코로나 블루 극복위한 어르신 건강체조 보급- 市노인회와 건강체조 보급·활성화를 위한 업무협약 체결"
1270,"[저장!건강정보] 무기력하고 우울, 코로나 블루 대처법 (출처 : 세브란스 | 네이버 포스트)"
1271,"쿠팡의 24시간 특가, 최선입니까? ~ http://m.site.naver.com/0JHI7 # 쿠팡 할인특가 [ 코로나 블루 ]서 탈출하는 쇼핑 rj"
1272,코로나 블루를 극복할 대안 '반려식물' | 다음뉴스
1273,"코로나 블루, 뇌과학으로 이겨낸다 | 다음뉴스"
1274,"라야와 마지막 드래곤 2회차.

소울이 코로나 블루를 겪는 사람들에게 건네는 위로라면
라야와 마지막 드래곤은 코로나 백신기의 사람들에게 불신과 혐오를 넘어 믿음과 연대에 대해 말한다"
1275,"준비도 않고 가면 개 쪽팔린다는 걸,
벤또도 모르고 정몽규도 몰랐다면,
둘 다 물러나는 게 자존심 상한 국민에 대한 예의!

코로나 블루에 일본까지 가서 뜬금없는 똥볼이라니.. ㅉㅉ"
1276,"한번 사면 잊을 수 없는 달력 '인기 폭발'.. ~ 깔끔한 디자인으로 제작된 2021년 찢는달력 , 뜯는달력 http://m.site.naver.com/0Jwme # 새해달력 벽걸이달력 대형달력 음력달력 인테리어달력 캘린더 [ 코로나 블루 ]서 탈출하는 쇼핑 oe"
1277,"쿠팡의 24시간 특가, 최선입니까? ~ http://m.site.naver.com/0JHI7 # 쿠팡 할인특가 [ 코로나 블루 ]서 탈출하는 쇼핑 ao"
1278,"@pongs_D
 님에게 보내는 답글"
1279,코로나 블루랑께요
1280,고급 폴라폴리스 발열조끼.! 보조배터리 연결 발열방식이라 겨울철 야외활동의 필수 조끼입니다. ~ USB 폴라폴리스 겨울철 방한조끼 발열조끼 집업조끼 http://m.site.naver.com/0K7Qj # [ 코로나 블루 ]서 탈출하는 쇼핑 pn
1281,밪꽃이 활짝핀 27일 오후 울산시 울주군 삼남면 작천정 벚꽃길 앞 도로의 교통 정체 시작되자 교통경찰의 손길이 바빠졌다. #벚꽃 #작천정 #봄나들이 #코로나블루 #울산신문
1282,"할인타임, 알뜰주부는 놓치지 않네요 ~ http://m.site.naver.com/0JHIn # 쿠팡 골드박스 1일특가 [ 코로나 블루 ]서 탈출하는 쇼핑 ih"
1283,"할인타임, 알뜰주부는 놓치지 않네요 ~ http://m.site.naver.com/0JHIn # 쿠팡 골드박스 1일특가 [ 코로나 블루 ]서 탈출하는 쇼핑 ck"
1284,"한번 사면 잊을 수 없는 달력 '인기 폭발'.. ~ 깔끔한 디자인으로 제작된 2021년 찢는달력 , 뜯는달력 http://m.site.naver.com/0Jwme # 새해달력 벽걸이달력 대형달력 음력달력 인테리어달력 캘린더 [ 코로나 블루 ]서 탈출하는 쇼핑 gb"
1285,"아모레퍼시픽, 포스트코로나 캠페인 영상 ‘코로나 블루:밍’ 공개"
1286,쿠팡의 골드박스! 한눈에 반할 치명적 혜택 ‘오늘특가’ 확인하세요 ~ http://m.site.naver.com/0JHI0 # 쿠팡 오늘의특가 [ 코로나 블루 ]서 탈출하는 쇼핑 jl
1287,오늘하루 꼭 필요한 상품을 파격적인 할인가격에 만나볼 수 있네요 ~ http://m.site.naver.com/0JHIf # 쿠팡 할인특가 [ 코로나 블루 ]서 탈출하는 쇼핑 ku
1288,"#1 나를 위한 블루밍, 아모레퍼시픽 코로나블루밍(내레이션 조수민) https://youtu.be/yCcR0CuFNU8 - 
@YouTube"
1289,"뛰어난 사람도 평범하거나 그 이하로 만드는게 우울이다.

요즘이야 우울증이 현대인 질병으로 올라와서 많이들 흔해졌고, 코로나 블루라고 외향적인 사람들이 우울현상을 겪는 거 같은데, 더 심해지지 않도록 자신 감정을 다스렸으면 좋겠다.

자신을 채찍질하며 학대하지 말고 마음의 여유를 갖자."
1290,"공정한세상
모두힘냅시다코로나블루
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
이겨내요
무료전시
deaf26117"
1291,오늘하루 꼭 필요한 상품을 파격적인 할인가격에 만나볼 수 있네요 ~ http://m.site.naver.com/0JHIf # 쿠팡 할인특가 [ 코로나 블루 ]서 탈출하는 쇼핑 ku
1292,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ시발 재업합니다 아 예예 제가 코로나블루에 심하게 빠진 나머지 1년을 날렸지 뭐예요 ~~~~
1293,"쿠팡의 24시간 특가, 최선입니까? ~ http://m.site.naver.com/0JHI7 # 쿠팡 할인특가 [ 코로나 블루 ]서 탈출하는 쇼핑 zh"
1294,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
drastic94361"
1295,"@Raonmin__
 님에게 보내는 답글"
1296,"최근 받은 선물들과 나눔들을 가만히 바라보니 제가 참 사랑받는 사람이라는걸 느꼈습니다.

작년에 원래도 있던 우울증에 코로나블루까지 겹쳐 진짜 세상 무기력했는데 8월에 브라잇을 알게되면서 삶이라는 것을 살아보고 싶어졌었습니다."
1297,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
cooperation7328"
1298,"문재인의 ‘사람이 먼저다’와 TBS의 ‘1 합시다 캠페인’을 만든 사람이죠. 이래도 TBS의 ‘1 합시다 캠페인’이 과연 정권 유착형 공작이 아닌지 다시 한번 따져봐야 겠습니다. 

국민들은 ‘코로나 블루’보다 ‘민주당 블루’ 때문에 더 힘들어하고 있습니다."
1299,국민들은 ‘코로나 블루’보다 ‘민주당 블루’ 때문에 더 힘들어하고 있습니다.
1300,싯팔 코로나블루가 찾아온거같군... 어제도 그렇고 오늘도 그렇고 자극이 1도 없어..
1301,"https://youtu.be/H0HqbMHXw0Y 
cpbc 라디오 소리로 만나는 신앙체험수기 코로나 블루로 힘든 이들에게, 당시 끈질기게 찾아오는 죽음의 유혹을 어머니와 자신의 신앙의 힘으로 이겨낸 직접적 체험이 도움되실 듯"
1302,"엘리베이터에
시리나 헤이구글처럼
음성인식 버튼이 있었으면 좋겠다.
버튼도 누르기 싫은 요즘
#코로나블루"
1303,#중앙자살예방센터 #포스트코로나 #백신 #접종 #일상회복 #기대 #코로나블루 #정신건강 #괜찮니 #당신곁엔1393
1304,'코로나 블루'의 시대…우울증에 맞서는 네 가지 방법 (출처 : 시사저널 | 네이버 뉴스) http://naver.me/GrSNfUKB
1305,"공정한세상
모두힘냅시다
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
코로나블루이겨내요
무료전시
imply54008"
1306,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
closely72728"
1307,"완도군, 코로나 블루 극복 해양치유 프로그램 운영  / 브레이크뉴스"
1308,코로나 블루로 여성 니트족 증가율 100% 육박
1309,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼경기도
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
수원시
코로나
unify37497"
1310,"공정한세상
모두힘냅시다
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
코로나블루이겨내요
무료전시
escape67138"
1311,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼경기도
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
수원시
코로나
mechanical12227"
1312,"자치행정신문 공무원연금공단, 코로나블루 치유를 위한 임직원 공모 ‘추억여행 사진전’ 개최"
1313,"유튜브 2번째 영상으로 코로나19 가운데 살아가는 경험할 수 있는 '코로나블루'를 어떻게 이해해야 하는지에 대해 알아보았습니다.
코로나블루 2편에서는 코로나19 극복을 위해 전화상담을 실시했던 상담심리사 1급전문가 인터뷰를 담고자 합니다. 
<유튜브 링크>"
1314,"공정한세상
모두힘냅시다코로나블루
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
이겨내요
무료전시
avoid84759"
1315,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼경기도
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
수원시
코로나
approach15255"
1316,코로나 블루? 통영·남해 웰니스 여행로 '극복' |  다음뉴스
1317,"공정한세상
모두힘냅시다
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
코로나블루이겨내요
무료전시
main68181"
1318,코로나 블루? 통영·남해 웰니스 여행로 '극복' | 다음뉴스
1319,코로나 블루? 통영·남해 웰니스 여행로 '극복' | 다음뉴스
1320,"공정한세상
모두힘냅시다
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
코로나블루이겨내요
무료전시
rapid36727"
1321,어젯밤에 스위트홈과 나혼산 키'편을 연이어 따님과 함께 본 후 갑자기 수다가 시작되어서 새벽3시까지 이어졌다. 기나긴 대화 끝에 우리가 내린 결론은 코로나블루. 뭘해도 공허하다는 아이의 말에 위로보다는 공감이 되었다. 이 역병은 아무래도 인싸인 사람들에게 더 가혹한 듯 하다.
1322,코로나블루로 내 주변사람들만 해도 우울삽화(우울하다는 감정뿐 아니라 예민해지고 사고과정에 지장 오는..) 심해지는게 티나게 많은듯 나도 그럼.. 약 꼬박꼬박 먹고 지금내리는 판단과 감정에 휩쓸려 애먼데 기력 낭비하지 말고 할 일 합쉬다..
1323,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
bald32972"
1324,"[최강1교시] EP.03 부(富)가 행복과 큰 관계가 없다고? I 코로나 블루와 마음 백신 I 인지심리학자 김경일 https://youtu.be/jGKlmbpLxMc - 
@YouTube"
1325,"결국 더현대서울을 인수. 보여주기식의 녹지공간을 없애고 대신 피자몰과 케리비안 베이를 인수해 입점시켜. 코로나 블루 시대, 뻔한 관념적 생각 열 개보다 번뜩이는 humor 하나가 현대인들의 니즈를 충족."
1326,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
locate43479"
1327,"26명 상담을 마친 소감
(아직 3명 더 남았음)

1. 마스크를 벗는 게 훨씬 낫다.
(핫초코나 커피 타주며 맨얼굴 확인)
2. 코로나가 아이들에게 큰 상처를 주었다.
(코로나블루로 시작되어 심각한 불안 우울로 장기간 치료를 받은 경우도 있음)
3. 아이들은 각자의 이유로 모두 소중하다."
1328,"이렇게까지 무료한 느낌이 들었던 적이 있었나
심각하게 멍~한 느낌

""그냥""  

#푸념 #코로나블루 #섹트 #NO"
1329,우리 아이도 코로나 블루?…TV 끄고 아이 마음 들어주세요 (출처 : 서울신문 | 네이버 포스트)
1330,"조심히
발열
할로윈
힘내요
안전하게
디자인
스마트도시
포럼
모임
경기도
사회혁신
행사
도시
문제해결
온라인체험
코로나블루
손씻기
방역수칙
공공디자인
마스크
경기도수원시
코로나
grief60865"
1331,바삭이는 코로나블루에 빠져버림 이 모든걸 타개하기위해서는 종강뿐이 없음
1332,"코로나 블루 날린다는 매운 음식, 건강에 괜찮나? (출처 : 캔서앤서 | 네이버 포스트)"
1333,"공정한세상
모두힘냅시다
11월13일부터
온라인전시
올바른마스크착용
경기건축문화제
경기건축
경기도
코로나19
건축
이벤트
새로운경기
경기도
비대면전시
과태료
코로나블루이겨내요
무료전시
measure10965"
1334,"@jk_space
 님에게 보내는 답글"
1335,"[경기도민신문] [하남시] 하남시, “함께 걸으며 청소년 코로나 블루 극복해요“"
1336,"철원11월13일부터
잠실모두힘냅시다
진리올바른마스크착용
관고과태료
금릉새로운경기
화천이겨내요
정선공정한세상
평창경기도
영월무료전시
진서온라인전시
어룡비대면전시
서울코로나블루
증일코로나19
fashionable38651"
1337,"순천 ‘찾아가는 치매프로그램’ 운영

치매안심센터 코로나블루 우울감 해소·선별검사 등"
1338,중앙일보 - 당신도 우울하신가요? '코로나 블루' 테스트
1339,"코로나 블루 날린다는 매운 음식, 건강에 괜찮나? (출처 : 캔서앤서)"
1340,"코로나 블루 날린다는 매운 음식, 건강에 괜찮나? (출처 : 캔서앤서 | 네이버 포스트)"
1341,"무료전시
모두힘냅시다
비대면전시
온라인전시
이겨내요
과태료
공정한세상
경기도
코로나블루
새로운경기
코로나19
국토교통부그린리모델링
11월13일부터
마스크의무화
올바른마스크착용
마스크
mischance52312"
1342,"온라인체험
수원시
코로나
경기건축문화제
건축
사회혁신
경기도
코로나블루
경기도
이벤트
마스크
문제해결
포럼
힘내요
스마트도시
손씻기
경기도
경기건축
발열
공공디자인
디자인도시
destination73871"
1343,"코로나 블루 날린다는 매운 음식, 건강에 괜찮나? (출처 : 캔서앤서 | 네이버 포스트)"
1344,"@kaitakhk1994
 님에게 보내는 답글"
1345,"""'하우스 파티'로 오세요""…슈퍼주니어, 코로나 블루 날릴 활기 [종합] http://mtvdaily.asiae.co.kr/article.php?aid=16158644291583154010…

#슈퍼주니어 #SUPERJUNIOR 
#TheRenaissance #HouseParty
@SJofficial"
